,App,Category,Rating,Reviews,Size,Installs,Type,Content Rating,Genres,Initialrelease
1591,Family convenience store FamilyMart,SHOPPING,3.3,9663,19M,26866,Free,Youth,Lifestyle,2021
1592,သိင်္ Astrology - Min Thein Kha BayDin,SHOPPING,4.7,2225,15M,18637,Free,Youth,Lifestyle,2022
1593,w UN map,SHOPPING,4.2,23164,10.0M,36967,Free,Children,Lifestyle,2022
1594,Official Matsumoto Kiyoshi application,SHOPPING,3.2,3031,2.7M,11076,Free,Youth,Lifestyle,2022
1595,Galaxy Gift,SHOPPING,4.4,95557,16M,24398,Free,Youth,Lifestyle,2022
1596,PASS by KT (formerly KT certified),SHOPPING,3.5,7869,21M,34247,Free,Youth,Lifestyle,2022
1597,Safety stepping stone,SHOPPING,3.7,4212,20M,19664,Free,Youth,Lifestyle,2022
1598,Rate Guide Bill Letter,SHOPPING,3.8,17368,14M,34510,Free,Youth,Lifestyle,2022
1599,US Mission - buy gourmet movie KTV,SHOPPING,3.8,6554,76M,39164,Free,Teen,Lifestyle,2022
1600,OK cashbag [point of pleasure],SHOPPING,3.7,33264,18M,33895,Free,Youth,Lifestyle,2022
1601,JOANN - Crafts & Coupons,SHOPPING,4.6,34782,12M,10647,Free,Youth,Lifestyle,2022
1602,MK eCatalog,SHOPPING,4,6676,6.2M,12091,Free,Youth,Lifestyle,2022
1603,Vaniday - Beauty Booking App,SHOPPING,3.6,1067,20M,21111,Free,Youth,Lifestyle,2022
1604,Fashion in Vogue,SHOPPING,3.8,1797,6.8M,35052,Free,Youth,Lifestyle,2022
1605,Mirror,SHOPPING,4.1,367505,20M,14063,Free,Youth,Lifestyle,2022
1606,StyleSeat,SHOPPING,4.7,20304,24M,33862,Free,Youth,Lifestyle,2022
1607,Wedding Countdown Widget,SHOPPING,3.9,7376,19M,29191,Free,Youth,Lifestyle,2022
1608,My Day - Countdown Calendar 🗓️,SHOPPING,4.1,49147,13M,26350,Free,Youth,Lifestyle,2022
1609,justWink Greeting Cards,SHOPPING,4.6,69177,15M,35015,Free,Teen,Lifestyle,2022
1610,Wedding LookBook by The Knot,SHOPPING,4.2,3448,13M,14257,Free,Youth,Lifestyle,2022
1611,Vaniday - Beauty Booking App,SHOPPING,3.6,1067,20M,22256,Free,Youth,Lifestyle,2022
1612,Big Days - Events Countdown,SHOPPING,4.6,39724,20M,20121,Free,Youth,Lifestyle,2022
1613,"Wedding Planner by WeddingWire - Venues, Checklist",SHOPPING,4.2,3788,44M,38808,Free,Youth,Lifestyle,2022
1614,Been Together (Ad) - D-day,SHOPPING,4.4,95736,20M,23932,Free,Youth,Lifestyle,2022
1615,WedMeGood - Wedding Planner,SHOPPING,4.6,1658,9.7M,25297,Free,Youth,Lifestyle,2022
1616,StyleSeat,SHOPPING,4.7,20304,24M,24885,Free,Youth,Lifestyle,2022
1617,DIY Garden Ideas,SHOPPING,4.1,3309,13M,30704,Free,Youth,Lifestyle,2022
1618,Brit + Co,SHOPPING,3.9,987,4.5M,24926,Free,Youth,Lifestyle,2022
1619,Creative Ideas - DIY & Craft,SHOPPING,4,5208,4.5M,18241,Free,Teen,Lifestyle,2022
1620,Homestyler Interior Design & Decorating Ideas,SHOPPING,4.1,78298,29M,12657,Free,Youth,Lifestyle,2022
1621,JOANN - Crafts & Coupons,SHOPPING,4.6,34802,12M,23779,Free,Youth,Lifestyle,2022
1622,Wheretoget: Shop in style,SHOPPING,4.1,6808,12M,18642,Free,Teen,Lifestyle,2022
1623,My Dressing - Fashion closet,SHOPPING,4.1,12452,20M,39616,Free,Youth,Lifestyle,2022
1624,Chictopia,SHOPPING,4.1,360,4.6M,31857,Free,Youth,Lifestyle,2022
1625,Scarf Fashion Designer,SHOPPING,4.4,16637,10M,14709,Free,Youth,Lifestyle,2022
1626,Fashion in Vogue,SHOPPING,3.8,1797,6.8M,27120,Free,Youth,Lifestyle,2022
1627,Zara,SHOPPING,4.3,95904,33M,34902,Free,Youth,Lifestyle,2022
1628,Wheretoget: Shop in style,SHOPPING,4.1,6808,12M,25798,Free,Teen,Lifestyle,2022
1629,My Dressing - Fashion closet,SHOPPING,4.1,12452,20M,33909,Free,Youth,Lifestyle,2022
1630,Chictopia,SHOPPING,4.1,360,4.6M,38840,Free,Youth,Lifestyle,2022
1631,Scarf Fashion Designer,SHOPPING,4.4,16637,10M,32300,Free,Youth,Lifestyle,2022
1632,Fashion in Vogue,SHOPPING,3.8,1797,6.8M,27199,Free,Youth,Lifestyle,2022
1633,Zara,SHOPPING,4.3,95905,33M,12457,Free,Youth,Lifestyle,2022
1634,Real Estate by Movoto,SHOPPING,4.4,3114,13M,27460,Free,Youth,Lifestyle,2022
1635,Etta Homes,SHOPPING,4.2,220,15M,31302,Free,Youth,Lifestyle,2022
1636,Houlihan Lawrence,SHOPPING,4.4,33,23M,26548,Free,Youth,Lifestyle,2022
1637,Home Scouting® MLS Mobile,SHOPPING,4.3,1533,7.7M,18393,Free,Youth,Lifestyle,2022
1638,Housing-Real Estate & Property,SHOPPING,4.1,28301,20M,22654,Free,Youth,Lifestyle,2022
1639,ZipRealty Real Estate & Homes,SHOPPING,4,3937,15M,16599,Free,Youth,Lifestyle,2022
1640,Sotheby's International Realty,SHOPPING,4.2,894,25M,19959,Free,Youth,Lifestyle,2022
1641,Zoopla Property Search UK - Home to buy & rent,SHOPPING,4.1,21195,20M,12136,Free,Youth,Lifestyle,2022
1642,Neighborhoods & Apartments,SHOPPING,3.9,2042,3.0M,24618,Free,Youth,Lifestyle,2022
1643,Keller Williams Real Estate,SHOPPING,4.4,13213,22M,37223,Free,Youth,Lifestyle,2022
1644,Relax Rain ~ Rain Sounds,SHOPPING,4.6,118034,20M,20286,Free,Youth,Lifestyle,2022
1645,Relax Ocean ~ Nature Sounds,SHOPPING,4.5,9464,20M,28476,Free,Youth,Lifestyle,2022
1646,Bed Time Fan - White Noise Sleep Sounds,SHOPPING,4.5,10097,7.5M,21542,Free,Youth,Lifestyle,2022
1647,Nature Sounds,SHOPPING,4.8,28588,24M,30222,Free,Youth,Lifestyle,2022
1648,SleepyTime: Bedtime Calculator,SHOPPING,4.4,19621,20M,27327,Free,Youth,Lifestyle,2022
1649,White Noise Baby,SHOPPING,4.5,10544,44M,38459,Free,Youth,Lifestyle,2022
1650,White Noise ~ Sleeping Sounds,SHOPPING,4.5,4427,20M,26559,Free,Youth,Lifestyle,2022
1651,"Journey - Diary, Journal",SHOPPING,4.6,50338,20M,25457,Free,Youth,Lifestyle,2022
1652,7 Day Food Journal Challenge,SHOPPING,4.5,3346,14M,28342,Free,Teen,Lifestyle,2021
1653,ROBLOX,BEAUTY,4.5,4447388,67M,30576,Free,Youth,Adventure;Action & Adventure,2021
1654,Subway Surfers,BEAUTY,4.5,27722264,76M,45859,Free,Youth,Arcade,2021
1655,Candy Crush Saga,BEAUTY,4.4,22426677,74M,49526,Free,Youth,Casual,2021
1656,Solitaire,BEAUTY,4.7,254258,23M,44791,Free,Youth,Card,2021
1657,Bubble Shooter,BEAUTY,4.5,148897,46M,22021,Free,Youth,Casual,2021
1658,Hello Kitty Nail Salon,BEAUTY,4.2,369203,24M,22905,Free,Youth,Casual;Pretend Play,2021
1659,slither.io,BEAUTY,4.4,5234162,20M,24133,Free,Youth,Action,2021
1660,Clash Royale,BEAUTY,4.6,23133508,97M,44306,Free,Youth,Strategy,2021
1661,Temple Run 2,BEAUTY,4.3,8118609,62M,35071,Free,Youth,Action,2021
1662,Pou,BEAUTY,4.3,10485308,24M,48470,Free,Youth,Casual,2021
1663,Helix Jump,BEAUTY,4.2,1497361,33M,49247,Free,Youth,Action,2021
1664,Block Puzzle,BEAUTY,4.6,59800,7.8M,38097,Free,Youth,Puzzle,2021
1665,Angry Birds Rio,BEAUTY,4.4,2610526,46M,27486,Free,Youth,Arcade,2021
1666,Plants vs. Zombies FREE,BEAUTY,4.4,4066989,69M,47237,Free,Youth,Strategy,2021
1667,Sonic Dash,BEAUTY,4.5,3778921,75M,29682,Free,Youth,Arcade,2021
1668,Candy Crush Soda Saga,BEAUTY,4.4,6198563,67M,29800,Free,Youth,Casual,2021
1669,Zombie Hunter King,BEAUTY,4.3,10306,50M,46289,Free,Children,Action,2021
1670,Clash of Clans,BEAUTY,4.6,44891723,98M,21093,Free,Youth,Strategy,2021
1671,Kick the Buddy,BEAUTY,4.3,1000417,20M,39505,Free,Teen,Action,2021
1672,Block Puzzle Classic Legend !,BEAUTY,4.2,17039,4.9M,42770,Free,Youth,Puzzle,2021
1673,PAC-MAN,BEAUTY,4.2,685981,37M,45715,Free,Youth,Arcade,2021
1674,Super Jim Jump - pixel 3d,BEAUTY,4.5,10393,18M,48268,Free,Youth,Arcade,2021
1675,8 Ball Pool,BEAUTY,4.5,14198297,52M,48667,Free,Youth,Sports,2021
1676,Magic Tiles 3,BEAUTY,4.5,592068,20M,39604,Free,Youth,Music,2021
1677,Bubble Witch 3 Saga,BEAUTY,4.7,1732263,78M,33440,Free,Youth,Puzzle,2021
1678,Word Search,BEAUTY,4.7,295241,3.9M,34621,Free,Youth,Word,2021
1679,Granny,BEAUTY,4.5,1135631,59M,38682,Free,Teen,Arcade,2021
1680,Angry Birds Classic,BEAUTY,4.4,5566669,97M,29603,Free,Youth,Arcade,2021
1681,Flow Free,BEAUTY,4.3,1295557,11M,43896,Free,Youth,Puzzle,2021
1682,Race the Traffic Moto,BEAUTY,3.8,270687,38M,22017,Free,Teen,Racing,2021
1683,Fishdom,BEAUTY,4.6,2157930,20M,26642,Free,Youth,Puzzle,2021
1684,Galaxy Attack: Alien Shooter,BEAUTY,4.6,506275,20M,38347,Free,Youth,Arcade,2021
1685,Zombie Tsunami,BEAUTY,4.4,4920817,20M,20427,Free,Youth,Arcade,2021
1686,Bubble Shooter 2,BEAUTY,4.3,23005,20M,20445,Free,Youth,Arcade,2021
1687,Barbie™ Fashion Closet,BEAUTY,4.1,68057,85M,44203,Free,Youth,Casual;Creativity,2021
1688,Candy Crush Jelly Saga,BEAUTY,4.3,1300490,78M,42908,Free,Youth,Puzzle,2021
1689,Hill Climb Racing,BEAUTY,4.4,8923587,63M,33208,Free,Youth,Racing,2021
1690,Gardenscapes,BEAUTY,4.6,4128732,20M,27793,Free,Youth,Casual,2021
1691,Marble - Temple Quest,BEAUTY,4.3,42053,24M,35667,Free,Youth,Puzzle,2021
1692,Shooting King,BEAUTY,4.4,257724,69M,27419,Free,Youth,Sports,2021
1693,Zombie Catchers,BEAUTY,4.7,990491,75M,43639,Free,Youth,Action,2021
1694,Minion Rush: Despicable Me Official Game,BEAUTY,4.5,10216538,20M,27638,Free,Youth,Casual;Action & Adventure,2021
1695,Farm Heroes Saga,BEAUTY,4.4,7614130,70M,49062,Free,Youth,Casual,2021
1696,Geometry Dash World,BEAUTY,4.6,760628,63M,45612,Free,Youth,Arcade,2021
1697,My Talking Angela,BEAUTY,4.5,9881829,99M,48699,Free,Youth,Casual,2021
1698,Cut the Rope FULL FREE,BEAUTY,4.4,2123381,49M,28265,Free,Youth,Puzzle,2021
1699,Sniper 3D Gun Shooter: Free Shooting Games - FPS,BEAUTY,4.6,7671249,20M,21026,Free,Children,Action,2021
1700,Subway Surfers,BEAUTY,4.5,27723193,76M,23036,Free,Youth,Arcade,2021
1701,ROBLOX,BEAUTY,4.5,4447346,67M,29952,Free,Youth,Adventure;Action & Adventure,2021
1702,Pou,BEAUTY,4.3,10485334,24M,34432,Free,Youth,Casual,2021
1703,8 Ball Pool,BEAUTY,4.5,14198602,52M,38469,Free,Youth,Sports,2021
1704,Clash of Clans,BEAUTY,4.6,44891723,98M,21504,Free,Youth,Strategy,2021
1705,Candy Crush Saga,BEAUTY,4.4,22428456,74M,38787,Free,Youth,Casual,2021
1706,Plants vs. Zombies FREE,BEAUTY,4.4,4066980,69M,43173,Free,Youth,Strategy,2021
1707,Cooking Fever,BEAUTY,4.5,3197865,82M,24810,Free,Youth,Arcade,2021
1708,Toon Blast,BEAUTY,4.7,1351068,20M,40751,Free,Youth,Puzzle,2021
1709,Score! Hero,BEAUTY,4.6,5418675,96M,30754,Free,Youth,Sports,2021
1710,My Talking Angela,BEAUTY,4.5,9881908,99M,42973,Free,Youth,Casual,2021
1711,Bubble Shooter,BEAUTY,4.5,148895,46M,41478,Free,Youth,Casual,2021
1712,Toy Blast,BEAUTY,4.7,1889250,20M,29529,Free,Youth,Puzzle,2021
1713,Miraculous Ladybug & Cat Noir - The Official Game,BEAUTY,4.5,183846,99M,42254,Free,Youth,Action,2021
1714,Wordscapes,BEAUTY,4.8,230710,87M,34484,Free,Youth,Word,2021
1715,Word Search,BEAUTY,4.7,295305,3.9M,38384,Free,Youth,Word,2021
1716,Candy Crush Soda Saga,BEAUTY,4.4,6198880,67M,27491,Free,Youth,Casual,2021
1717,Fishdom,BEAUTY,4.6,2157930,20M,46982,Free,Youth,Puzzle,2021
1718,Garena Free Fire,BEAUTY,4.5,5465624,53M,45421,Free,Teen,Action,2021
1719,Block Puzzle,BEAUTY,4.6,59854,7.8M,28014,Free,Youth,Puzzle,2021
1720,Bowmasters,BEAUTY,4.7,1534466,20M,48359,Free,Teen,Action,2021
1721,Clash Royale,BEAUTY,4.6,23134775,97M,30076,Free,Youth,Strategy,2021
1722,My Talking Tom,BEAUTY,4.5,14891223,20M,32288,Free,Youth,Casual,2021
1723,Sniper 3D Gun Shooter: Free Shooting Games - FPS,BEAUTY,4.6,7672495,20M,44872,Free,Children,Action,2021
1724,Granny,BEAUTY,4.5,1137271,59M,42056,Free,Teen,Arcade,2021
1725,Galaxy Attack: Alien Shooter,BEAUTY,4.6,506275,20M,38627,Free,Youth,Arcade,2021
1726,Angry Birds Rio,BEAUTY,4.4,2610622,46M,26388,Free,Youth,Arcade,2021
1727,Zombie Catchers,BEAUTY,4.7,990586,75M,28351,Free,Youth,Action,2021
1728,Zombie Hunter King,BEAUTY,4.3,10354,50M,45541,Free,Children,Action,2021
1729,Temple Run 2,BEAUTY,4.3,8118937,62M,40531,Free,Youth,Action,2021
1730,Zombie Tsunami,BEAUTY,4.4,4921122,20M,41559,Free,Youth,Arcade,2021
1731,Jungle Marble Blast,BEAUTY,4.3,18985,23M,24350,Free,Youth,Casual,2021
1732,Rider,BEAUTY,4.5,655067,72M,26064,Free,Teen,Arcade,2021
1733,Farm Heroes Saga,BEAUTY,4.4,7614271,70M,29118,Free,Youth,Casual,2021
1734,Super Jim Jump - pixel 3d,BEAUTY,4.5,10434,18M,46815,Free,Youth,Arcade,2021
1735,slither.io,BEAUTY,4.4,5234825,20M,46874,Free,Youth,Action,2021
1736,Roll the Ball® - slide puzzle,BEAUTY,4.5,1385093,35M,42292,Free,Youth,Puzzle,2021
1737,Talking Tom Gold Run,BEAUTY,4.6,2698348,78M,20365,Free,Youth,Action,2021
1738,Pixel Art: Color by Number Game,BEAUTY,4.7,1125017,25M,24392,Free,Youth,Puzzle,2021
1739,Dream League Soccer 2018,BEAUTY,4.6,9882639,74M,30912,Free,Youth,Sports,2021
1740,Angry Birds Classic,BEAUTY,4.4,5566805,97M,39047,Free,Youth,Arcade,2021
1741,Fruits Bomb,BEAUTY,4.4,74673,17M,22534,Free,Youth,Casual,2021
1742,Traffic Racer,BEAUTY,4.5,5387639,53M,44954,Free,Youth,Racing,2021
1743,Hill Climb Racing 2,BEAUTY,4.6,2750410,20M,40542,Free,Youth,Racing,2021
1744,Flow Free,BEAUTY,4.3,1295606,11M,23921,Free,Youth,Puzzle,2021
1745,Knife Hit,BEAUTY,4.5,461137,60M,30670,Free,Youth,Arcade,2021
1746,Block Craft 3D: Building Simulator Games For Free,BEAUTY,4.5,946926,57M,49028,Free,Youth,Simulation,2021
1747,Farm Fruit Pop: Party Time,BEAUTY,4.4,9305,14M,29615,Free,Youth,Casual,2021
1748,ROBLOX,BEAUTY,4.5,4448791,67M,20623,Free,Youth,Adventure;Action & Adventure,2021
1749,Helix Jump,BEAUTY,4.2,1498648,33M,34403,Free,Youth,Action,2021
1750,Subway Surfers,BEAUTY,4.5,27724094,76M,36563,Free,Youth,Arcade,2021
1751,Candy Crush Saga,BEAUTY,4.4,22428456,74M,27797,Free,Youth,Casual,2021
1752,Toon Blast,BEAUTY,4.7,1351089,20M,42544,Free,Youth,Puzzle,2021
1753,Love Balls,BEAUTY,4.2,360630,40M,30876,Free,Youth,Puzzle,2021
1754,Granny,BEAUTY,4.5,1137267,59M,49853,Free,Teen,Arcade,2021
1755,8 Ball Pool,BEAUTY,4.5,14200344,52M,23069,Free,Youth,Sports,2021
1756,Sniper 3D Gun Shooter: Free Shooting Games - FPS,BEAUTY,4.6,7672495,20M,39654,Free,Children,Action,2021
1757,slither.io,BEAUTY,4.4,5234810,20M,38054,Free,Youth,Action,2021
1758,Hungry Shark Evolution,BEAUTY,4.5,6074334,100M,29066,Free,Teen,Arcade,2021
1759,Temple Run 2,BEAUTY,4.3,8118937,62M,39974,Free,Youth,Action,2021
1760,Kick the Buddy,BEAUTY,4.3,1000417,20M,39133,Free,Teen,Action,2021
1761,Magic Tiles 3,BEAUTY,4.5,592282,20M,41773,Free,Youth,Music,2021
1762,Bowmasters,BEAUTY,4.7,1535084,20M,39495,Free,Teen,Action,2021
1763,Piano Tiles 2™,BEAUTY,4.7,8118880,20M,22145,Free,Youth,Arcade,2021
1764,Pokémon GO,BEAUTY,4.1,10424925,85M,36373,Free,Youth,Adventure,2021
1765,Wordscapes,BEAUTY,4.8,230727,87M,45307,Free,Youth,Word,2021
1766,Paint Hit,BEAUTY,4.4,37023,33M,35949,Free,Youth,Casual,2021
1767,Snake VS Block,BEAUTY,4.2,422244,32M,41673,Free,Teen,Arcade,2021
1768,Rolly Vortex,BEAUTY,4.4,98123,40M,21705,Free,Teen,Arcade,2021
1769,Woody Puzzle,BEAUTY,4.7,21262,29M,27991,Free,Youth,Puzzle,2021
1770,Stack Jump,BEAUTY,4.3,118253,40M,30722,Free,Teen,Arcade,2021
1771,Color by Number – New Coloring Book,BEAUTY,4.7,141529,24M,20973,Free,Youth,Board,2021
1772,The Cube,BEAUTY,4.2,70226,38M,24101,Free,Youth,Arcade,2021
1773,Extreme Car Driving Simulator,BEAUTY,4.3,2251012,52M,39971,Free,Youth,Racing,2021
1774,Bricks n Balls,BEAUTY,4.4,30253,20M,47388,Free,Youth,Casual,2021
1775,The Fish Master!,BEAUTY,4.1,15763,54M,48260,Free,Youth,Arcade,2021
1776,Color Road,BEAUTY,4.1,84911,71M,47285,Free,Youth,Arcade,2021
1777,Draw In,BEAUTY,4.2,46416,73M,46458,Free,Youth,Arcade,2021
1778,Block Craft 3D: Building Simulator Games For Free,BEAUTY,4.5,946926,57M,34994,Free,Youth,Simulation,2021
1779,PLANK!,BEAUTY,4.7,7196,38M,22928,Free,Youth,Arcade,2021
1780,Looper!,BEAUTY,4.6,48256,62M,29161,Free,Youth,Puzzle,2021
1781,Trivia Crack,BEAUTY,4.5,6427773,95M,23211,Free,Youth,Trivia,2021
1782,Will it Crush?,BEAUTY,3.1,25825,16M,41323,Free,Youth,Simulation,2021
1783,Tomb of the Mask,BEAUTY,4.1,55380,39M,35318,Free,Youth,Action,2021
1784,Baseball Boy!,BEAUTY,3.4,148177,78M,31380,Free,Youth,Arcade,2021
1785,PUBG MOBILE,BEAUTY,4.4,3715656,36M,41153,Free,Teen,Action,2021
1786,Episode - Choose Your Story,BEAUTY,4.3,1841061,20M,39327,Free,Teen,Simulation,2021
1787,Hello Stars,BEAUTY,4.6,101686,31M,43053,Free,Youth,Puzzle,2021
1788,Run Sausage Run!,BEAUTY,4.4,275447,20M,29988,Free,Youth,Arcade,2021
1789,Tank Stars,BEAUTY,4.3,174755,98M,41032,Free,Youth,Arcade,2021
1790,Castle Clash: Heroes of the Empire US,BEAUTY,4.6,4578476,24M,39574,Free,Youth,Strategy,2021
1791,Hole.io,BEAUTY,4.2,145353,85M,26581,Free,Teen,Arcade,2021
1792,Helix Jump,BEAUTY,4.2,1499373,33M,25867,Free,Youth,Action,2021
1793,Mini Golf King - Multiplayer Game,BEAUTY,4.5,531458,100M,26514,Free,Youth,Sports,2021
1794,PUBG MOBILE,BEAUTY,4.4,3714270,36M,46276,Free,Teen,Action,2021
1795,Flip the Gun - Simulator Game,BEAUTY,4.2,195558,86M,35454,Free,Youth,Arcade,2021
1796,Mad Skills BMX 2,BEAUTY,4.5,29940,80M,33684,Free,Youth,Action,2021
1797,Wordscapes,BEAUTY,4.8,230727,87M,41673,Free,Youth,Word,2021
1798,"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",BEAUTY,4.4,41975,79M,32725,Free,Youth,Racing,2021
1799,Word Link,BEAUTY,4.6,216675,30M,33339,Free,Youth,Word,2021
1800,Last Day on Earth: Survival,BEAUTY,4.5,2311785,87M,24377,Free,Teen,Action,2021
1801,MARVEL Strike Force,BEAUTY,4.3,165888,91M,36014,Free,Teen,Role Playing,2021
1802,Partymasters - Fun Idle Game,BEAUTY,4.6,541144,63M,22086,Free,Teen,Arcade,2021
1803,Harry Potter: Hogwarts Mystery,BEAUTY,4.4,1107310,20M,42517,Free,Teen,Adventure,2021
1804,Offroad Outlaws,BEAUTY,4.4,29168,20M,40449,Free,Youth,Racing,2021
1805,Grim Soul: Dark Fantasy Survival,BEAUTY,4.5,189773,95M,49371,Free,Teen,Role Playing,2021
1806,DRAGON BALL LEGENDS,BEAUTY,4.6,337752,48M,25360,Free,Teen,Action,2021
1807,Disney Heroes: Battle Mode,BEAUTY,4.6,102107,20M,20618,Free,Youth,Strategy,2019
1808,Homescapes,BEAUTY,4.6,3093358,20M,40811,Free,Youth,Casual,2019
1809,New YAHTZEE® With Buddies Dice Game,BEAUTY,4.1,42079,93M,45459,Free,Youth,Board,2019
1810,Word Crossy - A crossword game,BEAUTY,4.5,240416,53M,25844,Free,Youth,Word,2019
1811,MLB TAP SPORTS BASEBALL 2018,BEAUTY,4.6,32506,82M,40124,Free,Youth,Sports,2019
1812,Hero Hunters,BEAUTY,4.4,70747,99M,43841,Free,Teen,Action,2019
1813,Cooking Madness - A Chef's Restaurant Games,BEAUTY,4.7,358817,49M,24290,Free,Youth,Arcade,2019
1814,Ice Crush 2018 - A new Puzzle Matching Adventure,BEAUTY,4.6,15403,25M,47337,Free,Youth,Casual,2019
1815,TerraGenesis - Space Colony,BEAUTY,4.3,38957,20M,35472,Free,Youth,Simulation,2019
1816,Merge Dragons!,BEAUTY,4.5,214777,91M,34121,Free,Youth,Puzzle,2019
1817,SHADOWGUN LEGENDS,BEAUTY,4.6,100609,52M,21291,Free,Teen,Action,2019
1818,RULES OF SURVIVAL,BEAUTY,4.2,1343866,56M,26374,Free,Teen,Action,2019
1819,Mafia City,BEAUTY,4.5,168717,56M,36403,Free,Children,Strategy,2019
1820,"Cash, Inc. Money Clicker Game & Business Adventure",BEAUTY,4.8,549720,85M,47839,Free,Youth,Simulation,2019
1821,Dino War: Rise of Beasts,BEAUTY,4.1,18996,81M,46209,Free,Teen,Strategy,2019
1822,Tokyo Ghoul: Dark War,BEAUTY,4.3,25094,82M,22235,Free,Teen,Role Playing,2019
1823,Last Shelter: Survival,BEAUTY,4.4,93033,98M,26930,Free,Teen,Strategy,2019
1824,Guns of Glory,BEAUTY,4,120592,77M,37785,Free,Youth,Strategy,2019
1825,Lineage 2: Revolution,BEAUTY,4.2,187972,99M,47575,Free,Teen,Role Playing,2019
1826,Final Fantasy XV: A New Empire,BEAUTY,4,484981,20M,34043,Free,Youth,Strategy,2019
1827,Girls' Frontline,BEAUTY,4.2,2055,96M,43530,Free,Teen,Strategy,2019
1828,Chapters: Interactive Stories,BEAUTY,4.5,73539,96M,42946,Free,Children,Role Playing,2019
1829,Honkai Impact 3rd,BEAUTY,4.7,59017,82M,21653,Free,Teen,Action,2019
1830,Master of Eternity(MOE),BEAUTY,4.2,5829,70M,33875,Free,Teen,Strategy,2019
1831,The Game of Life,BEAUTY,4.4,18621,63M,34264,Paid,Youth,Board,2019
1832,Clue,BEAUTY,4.6,19922,35M,41503,Paid,Youth,Board,2019
1833,The Room: Old Sins,BEAUTY,4.9,21119,48M,28566,Paid,Youth,Puzzle,2019
1834,The Escapists,BEAUTY,4.4,7412,84M,29846,Paid,Teen,Strategy,2019
1835,Farming Simulator 18,BEAUTY,4.5,18125,15M,49960,Paid,Youth,Simulation;Education,2019
1836,RollerCoaster Tycoon® Classic,BEAUTY,4.6,10795,69M,44633,Paid,Youth,Simulation,2019
1837,Call of Duty:Black Ops Zombies,BEAUTY,4.2,13004,46M,36135,Paid,Teen,Action,2019
1838,Star Wars ™: DIRTY,BEAUTY,4.5,38207,15M,23082,Paid,Teen,Role Playing,2019
1839,Monument Valley 2,BEAUTY,4.6,9394,33M,25071,Paid,Youth,Puzzle,2019
1840,DRAGON BALL LEGENDS,BEAUTY,4.6,337913,48M,32003,Free,Teen,Action,2019
1841,ROBLOX,BEAUTY,4.5,4449882,67M,33677,Free,Youth,Adventure;Action & Adventure,2019
1842,Candy Crush Saga,BEAUTY,4.4,22429716,74M,24947,Free,Youth,Casual,2019
1843,Angry Birds 2,BEAUTY,4.6,3883589,57M,38493,Free,Youth,Casual,2019
1844,8 Ball Pool,BEAUTY,4.5,14200550,52M,38852,Free,Youth,Sports,2019
1845,Fallout Shelter,BEAUTY,4.6,2719142,25M,24381,Free,Teen,Simulation,2019
1846,Harry Potter: Hogwarts Mystery,BEAUTY,4.4,1107197,20M,46221,Free,Teen,Adventure,2021
1847,PUBG MOBILE,BEAUTY,4.4,3716278,36M,38386,Free,Teen,Action,2021
1848,The Sims™ FreePlay,BEAUTY,4.3,931595,31M,30027,Free,Teen,Simulation,2021
1849,MARVEL Strike Force,BEAUTY,4.3,165928,91M,41036,Free,Teen,Role Playing,2021
1850,Best Fiends - Free Puzzle Game,BEAUTY,4.6,1480189,20M,37814,Free,Youth,Casual,2021
1851,MARVEL Contest of Champions,BEAUTY,4.3,2468063,92M,35435,Free,Teen,Action,2021
1852,Jurassic World™ Alive,BEAUTY,4.3,309176,70M,28668,Free,Youth,Simulation,2021
1853,Choices: Stories You Play,BEAUTY,4.6,807338,93M,29765,Free,Teen,Simulation,2021
1854,Solitaire TriPeaks,BEAUTY,4.5,446434,52M,34201,Free,Youth,Card,2021
1855,Merge Dragons!,BEAUTY,4.5,214819,91M,33328,Free,Youth,Puzzle,2021
1856,The Walking Dead: Road to Survival,BEAUTY,4.2,522466,37M,41011,Free,Children,Role Playing,2021
1857,Hustle Castle: Fantasy Kingdom,BEAUTY,4.7,584126,64M,25305,Free,Youth,Role Playing,2021
1858,Might & Magic: Elemental Guardians,BEAUTY,4.3,32551,35M,46870,Free,Children,Role Playing,2021
1859,Game of Thrones: Conquest™,BEAUTY,4,90218,97M,49443,Free,Teen,Strategy,2021
1860,Love Nikki-Dress UP Queen,BEAUTY,4.4,212524,93M,36441,Free,Youth,Role Playing,2021
1861,Summoners War,BEAUTY,4.3,2045554,28M,31409,Free,Teen,Role Playing,2021
1862,FINAL FANTASY BRAVE EXVIUS,BEAUTY,4.6,745684,83M,43868,Free,Teen,Role Playing,2021
1863,Idle Heroes,BEAUTY,4.7,416540,99M,40815,Free,Youth,Role Playing,2021
1864,Fate/Grand Order (English),BEAUTY,4.4,16601,55M,39812,Free,Teen,Role Playing,2021
1865,Honkai Impact 3rd,BEAUTY,4.7,59017,82M,48368,Free,Teen,Action,2021
1866,Lords Mobile: Battle of the Empires - Strategy RPG,BEAUTY,4.4,3057481,14M,27616,Free,Teen,Strategy,2021
1867,War and Order,BEAUTY,4.3,224514,81M,29574,Free,Teen,Strategy,2021
1868,Dungeon Hunter Champions: Epic Online Action RPG,BEAUTY,4.2,26247,20M,29129,Free,Teen,Role Playing,2021
